runid,topic,ERR-IA@5,ERR-IA@10,ERR-IA@20,nERR-IA@5,nERR-IA@10,nERR-IA@20,alpha-DCG@5,alpha-DCG@10,alpha-DCG@20,alpha-nDCG@5,alpha-nDCG@10,alpha-nDCG@20,NRBP,nNRBP,MAP-IA,P-IA@5,P-IA@10,P-IA@20,strec@5,strec@10,strec@20
google,12,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.700000,1.000000,0.700000,0.350000,1.000000,1.000000,1.000000
google,13,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.475694,0.600000,0.500000,0.250000,1.000000,1.000000,1.000000
google,14,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.494444,1.000000,0.900000,0.450000,1.000000,1.000000,1.000000
google,15,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.439131,0.800000,0.900000,0.450000,1.000000,1.000000,1.000000
google,16,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.450000,1.000000,0.900000,0.450000,1.000000,1.000000,1.000000
google,17,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.333333,0.800000,0.400000,0.200000,1.000000,1.000000,1.000000
google,18,0.250000,0.250000,0.250000,0.250000,0.250000,0.250000,0.430677,0.430677,0.430677,0.430677,0.430677,0.430677,0.125000,0.125000,0.072917,0.200000,0.200000,0.100000,1.000000,1.000000,1.000000
google,19,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.479669,0.800000,0.900000,0.450000,1.000000,1.000000,1.000000
google,20,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.473684,1.000000,0.900000,0.450000,1.000000,1.000000,1.000000
google,21,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.630930,0.630930,0.630930,0.630930,0.630930,0.630930,0.500000,0.500000,0.434762,0.600000,0.700000,0.350000,1.000000,1.000000,1.000000
google,22,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.408095,0.600000,0.600000,0.300000,1.000000,1.000000,1.000000
google,23,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.444444,1.000000,0.800000,0.400000,1.000000,1.000000,1.000000
google,24,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.630930,0.630930,0.630930,0.630930,0.630930,0.630930,0.500000,0.500000,0.334167,0.800000,0.500000,0.250000,1.000000,1.000000,1.000000
google,25,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.558028,0.800000,0.800000,0.400000,1.000000,1.000000,1.000000
google,26,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.509641,1.000000,0.900000,0.450000,1.000000,1.000000,1.000000
google,27,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.470588,1.000000,0.800000,0.400000,1.000000,1.000000,1.000000
google,28,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.717172,1.000000,0.800000,0.400000,1.000000,1.000000,1.000000
google,amean,0.922414,0.922414,0.922414,0.922414,0.922414,0.922414,0.942188,0.942188,0.942188,0.942188,0.942188,0.942188,0.918103,0.918103,0.485669,0.751724,0.634483,0.317241,1.000000,1.000000,1.000000
