runid,topic,ERR-IA@5,ERR-IA@10,ERR-IA@20,nERR-IA@5,nERR-IA@10,nERR-IA@20,alpha-DCG@5,alpha-DCG@10,alpha-DCG@20,alpha-nDCG@5,alpha-nDCG@10,alpha-nDCG@20,NRBP,nNRBP,MAP-IA,P-IA@5,P-IA@10,P-IA@20,strec@5,strec@10,strec@20
bing,19,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.523529,1.000000,0.900000,0.450000,1.000000,1.000000,1.000000
bing,20,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.401107,1.000000,0.800000,0.400000,1.000000,1.000000,1.000000
bing,21,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.348095,0.600000,0.500000,0.250000,1.000000,1.000000,1.000000
bing,22,0.000000,0.166667,0.166667,0.000000,0.166667,0.166667,0.000000,0.356207,0.356207,0.000000,0.356207,0.356207,0.031250,0.031250,0.075000,0.000000,0.300000,0.150000,0.000000,1.000000,1.000000
bing,23,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.555556,1.000000,1.000000,0.500000,1.000000,1.000000,1.000000
bing,24,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.630930,0.630930,0.630930,0.630930,0.630930,0.630930,0.500000,0.500000,0.078571,0.200000,0.200000,0.100000,1.000000,1.000000,1.000000
bing,25,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.630930,0.630930,0.630930,0.630930,0.630930,0.630930,0.500000,0.500000,0.381441,0.800000,0.700000,0.350000,1.000000,1.000000,1.000000
bing,26,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.470588,1.000000,0.800000,0.400000,1.000000,1.000000,1.000000
bing,27,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.588235,1.000000,1.000000,0.500000,1.000000,1.000000,1.000000
bing,28,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.323232,0.400000,0.500000,0.250000,1.000000,1.000000,1.000000
bing,amean,0.708046,0.713793,0.713793,0.708046,0.713793,0.713793,0.755271,0.767554,0.767554,0.755271,0.767554,0.767554,0.692888,0.692888,0.282070,0.565517,0.493103,0.246552,0.896552,0.931034,0.931034
