runid,topic,ERR-IA@5,ERR-IA@10,ERR-IA@20,nERR-IA@5,nERR-IA@10,nERR-IA@20,alpha-DCG@5,alpha-DCG@10,alpha-DCG@20,alpha-nDCG@5,alpha-nDCG@10,alpha-nDCG@20,NRBP,nNRBP,MAP-IA,P-IA@5,P-IA@10,P-IA@20,strec@5,strec@10,strec@20
ecosia,10,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.635714,1.000000,0.900000,0.450000,1.000000,1.000000,1.000000
ecosia,11,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.630930,0.630930,0.630930,0.630930,0.630930,0.630930,0.500000,0.500000,0.200577,0.200000,0.500000,0.250000,1.000000,1.000000,1.000000
ecosia,12,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.549762,0.600000,0.700000,0.350000,1.000000,1.000000,1.000000
ecosia,13,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.250000,0.250000,0.250595,0.600000,0.400000,0.200000,1.000000,1.000000,1.000000
ecosia,14,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.488272,1.000000,0.900000,0.450000,1.000000,1.000000,1.000000
ecosia,15,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.250000,0.250000,0.074074,0.400000,0.300000,0.150000,1.000000,1.000000,1.000000
ecosia,16,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.450000,1.000000,0.900000,0.450000,1.000000,1.000000,1.000000
ecosia,17,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.424306,0.800000,0.600000,0.300000,1.000000,1.000000,1.000000
ecosia,18,0.000000,0.111111,0.111111,0.000000,0.111111,0.111111,0.000000,0.301030,0.301030,0.000000,0.301030,0.301030,0.003906,0.003906,0.013889,0.000000,0.100000,0.050000,0.000000,1.000000,1.000000
ecosia,19,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.501237,1.000000,0.900000,0.450000,1.000000,1.000000,1.000000
ecosia,20,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.354323,1.000000,0.700000,0.350000,1.000000,1.000000,1.000000
ecosia,21,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.257143,0.400000,0.400000,0.200000,1.000000,1.000000,1.000000
ecosia,22,0.250000,0.250000,0.250000,0.250000,0.250000,0.250000,0.430677,0.430677,0.430677,0.430677,0.430677,0.430677,0.125000,0.125000,0.095833,0.200000,0.300000,0.150000,1.000000,1.000000,1.000000
ecosia,23,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.444444,1.000000,0.800000,0.400000,1.000000,1.000000,1.000000
ecosia,24,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.250000,0.250000,0.116190,0.400000,0.300000,0.150000,1.000000,1.000000,1.000000
ecosia,25,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.442308,1.000000,0.600000,0.300000,1.000000,1.000000,1.000000
ecosia,26,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.529412,1.000000,0.900000,0.450000,1.000000,1.000000,1.000000
ecosia,27,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.588235,1.000000,1.000000,0.500000,1.000000,1.000000,1.000000
ecosia,28,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.181818,0.400000,0.200000,0.100000,1.000000,1.000000,1.000000
ecosia,amean,0.724138,0.733716,0.733716,0.724138,0.733716,0.733716,0.767384,0.790048,0.790048,0.767384,0.790048,0.790048,0.708109,0.708109,0.302163,0.586207,0.500000,0.250000,0.896552,0.965517,0.965517
