runid,topic,ERR-IA@5,ERR-IA@10,ERR-IA@20,nERR-IA@5,nERR-IA@10,nERR-IA@20,alpha-DCG@5,alpha-DCG@10,alpha-DCG@20,alpha-nDCG@5,alpha-nDCG@10,alpha-nDCG@20,NRBP,nNRBP,MAP-IA,P-IA@5,P-IA@10,P-IA@20,strec@5,strec@10,strec@20
duckduckgo,20,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.468421,1.000000,0.900000,0.450000,1.000000,1.000000,1.000000
duckduckgo,21,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.455833,0.600000,0.600000,0.300000,1.000000,1.000000,1.000000
duckduckgo,22,0.250000,0.250000,0.250000,0.250000,0.250000,0.250000,0.430677,0.430677,0.430677,0.430677,0.430677,0.430677,0.125000,0.125000,0.141190,0.200000,0.400000,0.200000,1.000000,1.000000,1.000000
duckduckgo,23,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.303571,0.800000,0.600000,0.300000,1.000000,1.000000,1.000000
duckduckgo,24,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.449167,0.600000,0.600000,0.300000,1.000000,1.000000,1.000000
duckduckgo,25,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.420330,0.800000,0.600000,0.300000,1.000000,1.000000,1.000000
duckduckgo,26,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.529412,1.000000,0.900000,0.450000,1.000000,1.000000,1.000000
duckduckgo,27,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.588235,1.000000,1.000000,0.500000,1.000000,1.000000,1.000000
duckduckgo,28,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.250000,0.600000,0.300000,0.150000,1.000000,1.000000,1.000000
duckduckgo,amean,0.770115,0.770115,0.770115,0.770115,0.770115,0.770115,0.819108,0.819108,0.819108,0.819108,0.819108,0.819108,0.750000,0.750000,0.323701,0.634483,0.531034,0.265517,0.965517,0.965517,0.965517
